2024-03-23 22:48:17,355: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-03-23 22:48:19,125: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-03-23 22:48:19,126: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-23 22:48:19,127: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-03-23 22:48:19,128: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-23 22:48:19,130: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,130: root: INFO: [32mNew market order of | 10 SPY buy | with status unprocessed was submitted.[0m
2024-03-23 22:48:19,133: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,133: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-23 22:48:19,133: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-23 22:48:19,670: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-23 22:48:19,671: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2024-03-23 22:48:19,671: root: INFO: market order of | 10 SPY buy | with status new was filled
2024-03-23 22:48:19,676: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-23 22:48:19,677: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-03-23 22:48:19,678: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-03-23 22:48:19,680: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-03-23 22:48:19,682: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-23 22:48:19,684: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-23 22:48:19,684: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-23 22:48:19,685: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-03-23 22:48:19,686: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-23 22:48:19,687: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-23 22:48:19,688: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-23 22:48:19,690: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-03-23 22:48:19,690: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-23 22:48:19,694: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,694: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,695: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-23 22:48:19,696: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-03-23 22:48:19,697: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-03-23 22:48:19,699: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,699: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,700: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-23 22:48:19,701: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-03-23 22:48:19,702: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-03-23 22:48:19,703: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,703: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,705: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-23 22:48:19,707: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-03-23 22:48:19,708: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-03-23 22:48:19,709: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,710: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-23 22:48:19[0m
2024-03-23 22:48:19,712: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
